date,sku_id,store_id,quantity_sold,day_of_week,weekofyear,month,is_weekend,is_flu_season,is_holiday,is_school_holiday,price,on_promo,days_to_expiry,rolling_7d_sales
2024-08-20,SKU_005,Store_C,3,1,34,8,0,0,0,0,28.37,0,372,8.571428571428571
2024-08-21,SKU_005,Store_C,14,2,34,8,0,0,0,0,53.16,0,291,9.285714285714286
2024-08-22,SKU_005,Store_C,7,3,34,8,0,0,0,0,60.72,0,176,9.285714285714286
2024-08-23,SKU_005,Store_C,7,4,34,8,0,0,0,0,23.37,0,235,8.428571428571429
2024-08-24,SKU_005,Store_C,21,5,34,8,1,0,0,0,32.69,1,144,9.571428571428571
2024-08-25,SKU_005,Store_C,12,6,34,8,1,0,0,0,63.7,0,148,9.571428571428571
2024-08-26,SKU_005,Store_C,12,0,35,8,0,0,0,0,22.81,0,254,10.857142857142858
2024-08-27,SKU_005,Store_C,10,1,35,8,0,0,0,0,40.98,0,352,11.857142857142858
2024-08-28,SKU_005,Store_C,11,2,35,8,0,0,0,0,4.66,0,382,11.428571428571429
2024-08-29,SKU_005,Store_C,7,3,35,8,0,0,0,0,34.42,0,392,11.428571428571429
2024-08-30,SKU_005,Store_C,4,4,35,8,0,0,0,0,26.69,0,75,11.0
2024-08-31,SKU_005,Store_C,13,5,35,8,1,0,0,0,16.08,0,287,9.857142857142858
2024-09-01,SKU_005,Store_C,7,6,35,9,1,0,0,0,3.17,0,395,9.142857142857142
2024-09-02,SKU_005,Store_C,6,0,36,9,0,0,0,0,27.17,0,218,8.285714285714286
2024-09-03,SKU_005,Store_C,9,1,36,9,0,0,0,0,14.39,0,392,8.142857142857142
2024-09-04,SKU_005,Store_C,15,2,36,9,0,0,0,0,24.85,1,180,8.714285714285714
2024-09-05,SKU_005,Store_C,7,3,36,9,0,0,0,0,55.31,0,369,8.714285714285714
2024-09-06,SKU_005,Store_C,10,4,36,9,0,0,0,0,43.59,0,151,9.571428571428571
2024-09-07,SKU_005,Store_C,8,5,36,9,1,0,0,0,6.05,0,223,8.857142857142858
2024-09-08,SKU_005,Store_C,9,6,36,9,1,0,0,0,50.33,0,126,9.142857142857142
2024-09-09,SKU_005,Store_C,12,0,37,9,0,0,0,0,40.26,1,157,10.0
2024-09-10,SKU_005,Store_C,6,1,37,9,0,0,0,0,22.21,0,262,9.571428571428571
2024-09-11,SKU_005,Store_C,6,2,37,9,0,0,0,0,22.33,0,95,8.285714285714286
2024-09-12,SKU_005,Store_C,10,3,37,9,0,0,0,0,33.43,0,226,8.714285714285714
2024-09-13,SKU_005,Store_C,16,4,37,9,0,0,0,0,48.65,1,346,9.571428571428571
2024-09-14,SKU_005,Store_C,6,5,37,9,1,0,0,0,9.11,0,327,9.285714285714286
2024-09-15,SKU_005,Store_C,6,6,37,9,1,0,0,0,41.39,0,203,8.857142857142858
2024-09-16,SKU_005,Store_C,8,0,38,9,0,0,0,0,50.61,0,230,8.285714285714286
2024-09-17,SKU_005,Store_C,11,1,38,9,0,0,0,0,33.04,0,163,9.0
2024-09-18,SKU_005,Store_C,16,2,38,9,0,0,0,0,21.62,0,179,10.428571428571429
2024-09-19,SKU_005,Store_C,11,3,38,9,0,0,0,0,4.63,0,371,10.571428571428571
2024-09-20,SKU_005,Store_C,15,4,38,9,0,0,0,0,64.2,0,91,10.428571428571429
2024-09-21,SKU_005,Store_C,8,5,38,9,1,0,0,0,42.0,0,229,10.714285714285714
2024-09-22,SKU_005,Store_C,17,6,38,9,1,0,0,0,3.82,0,134,12.285714285714286
2024-09-23,SKU_005,Store_C,15,0,39,9,0,0,0,0,9.85,0,367,13.285714285714286
2024-09-24,SKU_005,Store_C,10,1,39,9,0,0,0,0,41.66,1,349,13.142857142857142
2024-09-25,SKU_005,Store_C,8,2,39,9,0,0,0,0,60.75,0,245,12.0
2024-09-26,SKU_005,Store_C,4,3,39,9,0,0,0,0,10.35,0,286,11.0
2024-09-27,SKU_005,Store_C,8,4,39,9,0,0,0,0,20.46,0,234,10.0
2024-09-28,SKU_005,Store_C,9,5,39,9,1,0,0,0,19.86,0,85,10.142857142857142
2024-09-29,SKU_005,Store_C,17,6,39,9,1,0,0,0,57.72,1,68,10.142857142857142
2024-09-30,SKU_005,Store_C,13,0,40,9,0,0,0,0,27.67,0,137,9.857142857142858
2024-10-01,SKU_005,Store_C,5,1,40,10,0,0,0,0,23.27,0,87,9.142857142857142
2024-10-02,SKU_005,Store_C,7,2,40,10,0,0,0,0,64.86,0,171,9.0
2024-10-03,SKU_005,Store_C,15,3,40,10,0,0,0,0,54.66,0,74,10.571428571428571
2024-10-04,SKU_005,Store_C,8,4,40,10,0,0,0,0,8.85,0,395,10.571428571428571
2024-10-05,SKU_005,Store_C,9,5,40,10,1,0,0,0,41.91,0,75,10.571428571428571
2024-10-06,SKU_005,Store_C,8,6,40,10,1,0,0,0,5.11,0,229,9.285714285714286
2024-10-07,SKU_005,Store_C,12,0,41,10,0,0,0,0,51.24,0,202,9.142857142857142
2024-10-08,SKU_005,Store_C,10,1,41,10,0,0,0,0,27.52,0,368,9.857142857142858
2024-10-09,SKU_005,Store_C,5,2,41,10,0,0,0,0,3.32,0,281,9.571428571428571
2024-10-10,SKU_005,Store_C,7,3,41,10,0,0,0,0,59.99,0,153,8.428571428571429
2024-10-11,SKU_005,Store_C,9,4,41,10,0,0,0,0,22.77,0,113,8.571428571428571
2024-10-12,SKU_005,Store_C,12,5,41,10,1,0,0,0,12.06,0,263,9.0
2024-10-13,SKU_005,Store_C,8,6,41,10,1,0,0,0,15.49,0,391,9.0
2024-10-14,SKU_005,Store_C,4,0,42,10,0,0,0,0,39.98,0,354,7.857142857142857
2024-10-15,SKU_005,Store_C,7,1,42,10,0,0,0,0,26.67,0,208,7.428571428571429
2024-10-16,SKU_005,Store_C,14,2,42,10,0,0,0,0,62.15,0,245,8.714285714285714
2024-10-17,SKU_005,Store_C,13,3,42,10,0,0,0,0,53.02,0,218,9.571428571428571
2024-10-18,SKU_005,Store_C,7,4,42,10,0,0,0,0,16.71,0,320,9.285714285714286
2024-10-19,SKU_005,Store_C,8,5,42,10,1,0,0,0,55.23,0,216,8.714285714285714
2024-10-20,SKU_005,Store_C,11,6,42,10,1,0,0,0,16.39,0,129,9.142857142857142
2024-10-21,SKU_005,Store_C,10,0,43,10,0,0,0,0,13.2,0,165,10.0
2024-10-22,SKU_005,Store_C,6,1,43,10,0,0,0,0,4.23,0,146,9.857142857142858
2024-10-23,SKU_005,Store_C,8,2,43,10,0,0,0,0,31.32,0,61,9.0
2024-10-24,SKU_005,Store_C,13,3,43,10,0,0,0,0,49.87,0,126,9.0
2024-10-25,SKU_005,Store_C,10,4,43,10,0,0,0,0,16.31,0,90,9.428571428571429
2024-10-26,SKU_005,Store_C,10,5,43,10,1,0,0,0,13.56,0,297,9.714285714285714
2024-10-27,SKU_005,Store_C,15,6,43,10,1,0,0,0,34.85,1,91,10.285714285714286
2024-10-28,SKU_005,Store_C,7,0,44,10,0,0,0,0,38.76,0,118,9.857142857142858
2024-10-29,SKU_005,Store_C,17,1,44,10,0,0,0,0,7.13,0,238,11.428571428571429
2024-10-30,SKU_005,Store_C,8,2,44,10,0,0,0,0,33.46,0,392,11.428571428571429
2024-10-31,SKU_005,Store_C,7,3,44,10,0,0,0,0,6.03,0,292,10.571428571428571
2024-11-01,SKU_005,Store_C,11,4,44,11,0,0,0,1,15.88,0,70,10.714285714285714
2024-11-02,SKU_005,Store_C,23,5,44,11,1,0,0,1,57.32,1,373,12.571428571428571
2024-11-03,SKU_005,Store_C,13,6,44,11,1,0,0,1,29.86,0,73,12.285714285714286
2024-11-04,SKU_005,Store_C,15,0,45,11,0,0,0,1,34.69,0,376,13.428571428571429
2024-11-05,SKU_005,Store_C,17,1,45,11,0,0,0,1,24.1,0,165,13.428571428571429
2024-11-06,SKU_005,Store_C,17,2,45,11,0,0,0,1,26.12,0,361,14.714285714285714
2024-11-07,SKU_005,Store_C,20,3,45,11,0,0,0,1,36.82,0,170,16.571428571428573
2024-11-08,SKU_005,Store_C,19,4,45,11,0,0,0,1,44.78,1,181,17.714285714285715
2024-11-09,SKU_005,Store_C,10,5,45,11,1,0,0,1,51.42,0,248,15.857142857142858
2024-11-10,SKU_005,Store_C,13,6,45,11,1,0,0,1,52.31,0,388,15.857142857142858
2024-11-11,SKU_005,Store_C,15,0,46,11,0,0,0,1,56.21,0,73,15.857142857142858
2024-11-12,SKU_005,Store_C,16,1,46,11,0,0,0,1,55.23,0,225,15.714285714285714
2024-11-13,SKU_005,Store_C,24,2,46,11,0,0,0,1,40.44,1,253,16.714285714285715
2024-11-14,SKU_005,Store_C,14,3,46,11,0,0,0,1,21.49,1,330,15.857142857142858
2024-11-15,SKU_005,Store_C,19,4,46,11,0,0,0,1,31.89,0,232,15.857142857142858
2024-11-16,SKU_005,Store_C,16,5,46,11,1,0,0,1,22.24,0,273,16.714285714285715
2024-11-17,SKU_005,Store_C,22,6,46,11,1,0,0,1,9.86,0,327,18.0
2024-11-18,SKU_005,Store_C,20,0,47,11,0,0,0,1,38.69,0,136,18.714285714285715
2024-11-19,SKU_005,Store_C,10,1,47,11,0,0,0,1,12.06,0,369,17.857142857142858
2024-11-20,SKU_005,Store_C,19,2,47,11,0,0,0,1,5.36,0,267,17.142857142857142
2024-11-21,SKU_005,Store_C,19,3,47,11,0,0,0,1,41.31,0,179,17.857142857142858
2024-11-22,SKU_005,Store_C,11,4,47,11,0,0,0,1,53.49,0,166,16.714285714285715
2024-11-23,SKU_005,Store_C,19,5,47,11,1,0,0,1,6.46,1,333,17.142857142857142
2024-11-24,SKU_005,Store_C,13,6,47,11,1,0,0,1,4.78,0,124,15.857142857142858
2024-11-25,SKU_005,Store_C,13,0,48,11,0,0,0,1,44.08,0,236,14.857142857142858
2024-11-26,SKU_005,Store_C,17,1,48,11,0,0,0,1,13.67,0,232,15.857142857142858
2024-11-27,SKU_005,Store_C,16,2,48,11,0,0,0,1,44.7,0,114,15.428571428571429
2024-11-28,SKU_005,Store_C,17,3,48,11,0,0,0,1,7.31,0,397,15.142857142857142
2024-11-29,SKU_005,Store_C,13,4,48,11,0,0,0,1,25.1,0,107,15.428571428571429
2024-11-30,SKU_005,Store_C,8,5,48,11,1,0,0,1,51.86,0,247,13.857142857142858
2024-12-01,SKU_005,Store_C,13,6,48,12,1,0,1,1,41.06,0,365,13.857142857142858
2024-12-02,SKU_005,Store_C,20,0,49,12,0,0,0,1,63.23,1,399,14.857142857142858
2024-12-03,SKU_005,Store_C,17,1,49,12,0,0,0,1,52.68,0,86,14.857142857142858
2024-12-04,SKU_005,Store_C,12,2,49,12,0,0,0,1,48.93,0,330,14.285714285714286
2024-12-05,SKU_005,Store_C,12,3,49,12,0,0,0,1,63.6,0,296,13.571428571428571
2024-12-06,SKU_005,Store_C,13,4,49,12,0,0,0,1,11.05,1,270,13.571428571428571
2024-12-07,SKU_005,Store_C,13,5,49,12,1,0,0,1,9.76,0,355,14.285714285714286
2024-12-08,SKU_005,Store_C,9,6,49,12,1,0,0,1,52.33,0,96,13.714285714285714
2024-12-09,SKU_005,Store_C,12,0,50,12,0,0,0,1,32.82,0,271,12.571428571428571
2024-12-10,SKU_005,Store_C,12,1,50,12,0,0,0,1,42.03,0,71,11.857142857142858
2024-12-11,SKU_005,Store_C,15,2,50,12,0,0,0,1,18.33,0,95,12.285714285714286
2024-12-12,SKU_005,Store_C,22,3,50,12,0,0,0,1,30.88,1,123,13.714285714285714
2024-12-13,SKU_005,Store_C,22,4,50,12,0,0,0,1,12.65,0,68,15.0
2024-12-14,SKU_005,Store_C,15,5,50,12,1,0,0,1,20.78,0,193,15.285714285714286
2024-12-15,SKU_005,Store_C,15,6,50,12,1,0,0,1,28.43,0,72,16.142857142857142
2024-12-16,SKU_005,Store_C,15,0,51,12,0,0,0,1,9.19,0,117,16.571428571428573
2024-12-17,SKU_005,Store_C,9,1,51,12,0,0,0,1,48.26,0,124,16.142857142857142
2024-12-18,SKU_005,Store_C,8,2,51,12,0,0,0,1,7.69,0,185,15.142857142857142
2024-12-19,SKU_005,Store_C,19,3,51,12,0,0,0,1,63.97,0,351,14.714285714285714
2024-12-20,SKU_005,Store_C,14,4,51,12,0,0,0,1,41.64,0,222,13.571428571428571
2024-12-21,SKU_005,Store_C,24,5,51,12,1,0,0,1,20.51,0,72,14.857142857142858
2024-12-22,SKU_005,Store_C,9,6,51,12,1,0,0,1,12.68,0,199,14.0
2024-12-23,SKU_005,Store_C,17,0,52,12,0,0,0,1,51.23,1,255,14.285714285714286
2024-12-24,SKU_005,Store_C,11,1,52,12,0,0,0,1,33.17,0,346,14.571428571428571
2024-12-25,SKU_005,Store_C,10,2,52,12,0,0,1,1,25.64,0,308,14.857142857142858
2024-12-26,SKU_005,Store_C,11,3,52,12,0,0,0,1,48.95,0,246,13.714285714285714
2024-12-27,SKU_005,Store_C,14,4,52,12,0,0,0,1,37.5,1,376,13.714285714285714
2024-12-28,SKU_005,Store_C,12,5,52,12,1,0,0,1,12.4,0,83,12.0
2024-12-29,SKU_005,Store_C,10,6,52,12,1,0,0,1,50.32,0,331,12.142857142857142
2024-12-30,SKU_005,Store_C,13,0,1,12,0,0,0,1,17.57,0,138,11.571428571428571
2024-12-31,SKU_005,Store_C,10,1,1,12,0,0,0,1,27.27,0,307,11.428571428571429
2023-01-01,SKU_005,Store_D,10,6,52,1,1,1,1,0,39.63,0,357,10.0
2023-01-02,SKU_005,Store_D,13,0,1,1,0,1,0,0,25.47,1,340,11.5
2023-01-03,SKU_005,Store_D,8,1,1,1,0,1,0,0,40.2,0,141,10.333333333333334
2023-01-04,SKU_005,Store_D,11,2,1,1,0,1,0,0,42.73,0,337,10.5
2023-01-05,SKU_005,Store_D,14,3,1,1,0,1,0,0,57.71,0,390,11.2
2023-01-06,SKU_005,Store_D,15,4,1,1,0,1,0,0,54.0,0,61,11.833333333333334
2023-01-07,SKU_005,Store_D,10,5,1,1,1,1,0,0,44.63,0,357,11.571428571428571
2023-01-08,SKU_005,Store_D,11,6,1,1,1,1,0,0,26.13,0,103,11.714285714285714
2023-01-09,SKU_005,Store_D,12,0,2,1,0,1,0,0,3.4,0,381,11.571428571428571
2023-01-10,SKU_005,Store_D,13,1,2,1,0,1,0,0,61.03,0,271,12.285714285714286
2023-01-11,SKU_005,Store_D,9,2,2,1,0,1,0,0,5.42,0,307,12.0
2023-01-12,SKU_005,Store_D,14,3,2,1,0,1,0,0,50.14,1,226,12.0
2023-01-13,SKU_005,Store_D,14,4,2,1,0,1,0,0,56.92,0,162,11.857142857142858
2023-01-14,SKU_005,Store_D,21,5,2,1,1,1,0,0,34.84,1,175,13.428571428571429
2023-01-15,SKU_005,Store_D,13,6,2,1,1,1,0,0,26.78,1,63,13.714285714285714
2023-01-16,SKU_005,Store_D,10,0,3,1,0,1,0,0,42.56,0,62,13.428571428571429
2023-01-17,SKU_005,Store_D,11,1,3,1,0,1,0,0,8.53,0,86,13.142857142857142
2023-01-18,SKU_005,Store_D,9,2,3,1,0,1,0,0,64.15,0,371,13.142857142857142
2023-01-19,SKU_005,Store_D,13,3,3,1,0,1,0,0,9.01,0,314,13.0
2023-01-20,SKU_005,Store_D,14,4,3,1,0,1,0,0,3.57,0,171,13.0
2023-01-21,SKU_005,Store_D,21,5,3,1,1,1,0,0,47.01,0,230,13.0
2023-01-22,SKU_005,Store_D,18,6,3,1,1,1,0,0,9.63,1,320,13.714285714285714
2023-01-23,SKU_005,Store_D,12,0,4,1,0,1,0,0,54.47,0,235,14.0
2023-01-24,SKU_005,Store_D,13,1,4,1,0,1,0,0,52.21,0,113,14.285714285714286
2023-01-25,SKU_005,Store_D,18,2,4,1,0,1,1,0,33.7,0,147,15.571428571428571
2023-01-26,SKU_005,Store_D,13,3,4,1,0,1,0,0,56.9,1,127,15.571428571428571
2023-01-27,SKU_005,Store_D,14,4,4,1,0,1,0,0,45.23,1,285,15.571428571428571
2023-01-28,SKU_005,Store_D,11,5,4,1,1,1,0,0,36.2,0,296,14.142857142857142
2023-01-29,SKU_005,Store_D,11,6,4,1,1,1,0,0,13.76,0,234,13.142857142857142
2023-01-30,SKU_005,Store_D,7,0,5,1,0,1,0,0,37.06,0,379,12.428571428571429
2023-01-31,SKU_005,Store_D,13,1,5,1,0,1,0,0,7.88,0,361,12.428571428571429
2023-02-01,SKU_005,Store_D,15,2,5,2,0,1,0,0,60.41,1,263,12.0
2023-02-02,SKU_005,Store_D,15,3,5,2,0,1,0,0,13.42,0,161,12.285714285714286
2023-02-03,SKU_005,Store_D,13,4,5,2,0,1,0,0,57.73,1,339,12.142857142857142
2023-02-04,SKU_005,Store_D,10,5,5,2,1,1,0,0,43.93,0,279,12.0
2023-02-05,SKU_005,Store_D,8,6,5,2,1,1,0,0,35.37,0,195,11.571428571428571
2023-02-06,SKU_005,Store_D,15,0,6,2,0,1,0,0,5.68,0,116,12.714285714285714
2023-02-07,SKU_005,Store_D,10,1,6,2,0,1,0,0,3.48,0,344,12.285714285714286
2023-02-08,SKU_005,Store_D,11,2,6,2,0,1,0,0,48.41,0,263,11.714285714285714
2023-02-09,SKU_005,Store_D,21,3,6,2,0,1,0,0,46.92,1,344,12.571428571428571
2023-02-10,SKU_005,Store_D,13,4,6,2,0,1,0,0,9.49,0,235,12.571428571428571
2023-02-11,SKU_005,Store_D,18,5,6,2,1,1,0,0,33.39,1,72,13.714285714285714
2023-02-12,SKU_005,Store_D,10,6,6,2,1,1,0,0,9.71,0,278,14.0
2023-02-13,SKU_005,Store_D,14,0,7,2,0,1,0,0,15.13,1,167,13.857142857142858
2023-02-14,SKU_005,Store_D,10,1,7,2,0,1,0,0,56.88,0,155,13.857142857142858
2023-02-15,SKU_005,Store_D,9,2,7,2,0,1,0,0,44.57,0,345,13.571428571428571
2023-02-16,SKU_005,Store_D,19,3,7,2,0,1,0,0,41.96,0,226,13.285714285714286
2023-02-17,SKU_005,Store_D,11,4,7,2,0,1,0,0,39.32,0,346,13.0
2023-02-18,SKU_005,Store_D,11,5,7,2,1,1,0,0,64.11,0,113,12.0
2023-02-19,SKU_005,Store_D,11,6,7,2,1,1,0,0,61.54,1,379,12.142857142857142
2023-02-20,SKU_005,Store_D,12,0,8,2,0,1,0,0,6.4,1,96,11.857142857142858
2023-02-21,SKU_005,Store_D,11,1,8,2,0,1,0,0,8.69,0,126,12.0
2023-02-22,SKU_005,Store_D,19,2,8,2,0,1,0,0,55.92,1,194,13.428571428571429
2023-02-23,SKU_005,Store_D,8,3,8,2,0,1,0,0,53.74,0,124,11.857142857142858
2023-02-24,SKU_005,Store_D,6,4,8,2,0,1,0,0,25.6,0,267,11.142857142857142
2023-02-25,SKU_005,Store_D,12,5,8,2,1,1,0,0,39.89,0,125,11.285714285714286
2023-02-26,SKU_005,Store_D,15,6,8,2,1,1,0,0,45.03,0,171,11.857142857142858
2023-02-27,SKU_005,Store_D,9,0,9,2,0,1,0,0,61.03,0,185,11.428571428571429
2023-02-28,SKU_005,Store_D,16,1,9,2,0,1,0,0,24.72,0,369,12.142857142857142
2023-03-01,SKU_005,Store_D,11,2,9,3,0,1,0,0,40.41,0,205,11.0
2023-03-02,SKU_005,Store_D,12,3,9,3,0,1,0,0,40.34,1,120,11.571428571428571
2023-03-03,SKU_005,Store_D,18,4,9,3,0,1,0,0,17.6,1,106,13.285714285714286
2023-03-04,SKU_005,Store_D,20,5,9,3,1,1,0,0,59.5,1,273,14.428571428571429
2023-03-05,SKU_005,Store_D,16,6,9,3,1,1,0,0,14.89,0,397,14.571428571428571
2023-03-06,SKU_005,Store_D,9,0,10,3,0,1,0,0,23.62,0,327,14.571428571428571
2023-03-07,SKU_005,Store_D,16,1,10,3,0,1,0,0,46.81,0,243,14.571428571428571
2023-03-08,SKU_005,Store_D,16,2,10,3,0,1,0,0,64.49,1,370,15.285714285714286
2023-03-09,SKU_005,Store_D,15,3,10,3,0,1,0,0,42.21,1,253,15.714285714285714
2023-03-10,SKU_005,Store_D,11,4,10,3,0,1,0,0,33.68,0,212,14.714285714285714
2023-03-11,SKU_005,Store_D,15,5,10,3,1,1,0,0,43.26,0,364,14.0
2023-03-12,SKU_005,Store_D,7,6,10,3,1,1,0,0,35.59,0,172,12.714285714285714
2023-03-13,SKU_005,Store_D,16,0,11,3,0,1,0,0,54.12,1,266,13.714285714285714
2023-03-14,SKU_005,Store_D,11,1,11,3,0,1,0,0,14.11,0,243,13.0
2023-03-15,SKU_005,Store_D,14,2,11,3,0,1,0,0,8.64,0,326,12.714285714285714
2023-03-16,SKU_005,Store_D,10,3,11,3,0,1,0,0,32.83,0,312,12.0
2023-03-17,SKU_005,Store_D,16,4,11,3,0,1,0,0,17.38,1,339,12.714285714285714
2023-03-18,SKU_005,Store_D,15,5,11,3,1,1,0,0,38.03,0,362,12.714285714285714
2023-03-19,SKU_005,Store_D,14,6,11,3,1,1,0,0,57.5,0,114,13.714285714285714
2023-03-20,SKU_005,Store_D,14,0,12,3,0,1,0,0,48.16,0,275,13.428571428571429
2023-03-21,SKU_005,Store_D,14,1,12,3,0,1,0,0,52.62,0,237,13.857142857142858
2023-03-22,SKU_005,Store_D,15,2,12,3,0,1,0,0,19.14,0,123,14.0
2023-03-23,SKU_005,Store_D,12,3,12,3,0,1,0,0,60.33,0,95,14.285714285714286
2023-03-24,SKU_005,Store_D,8,4,12,3,0,1,0,0,16.09,0,80,13.142857142857142
2023-03-25,SKU_005,Store_D,11,5,12,3,1,1,0,0,27.9,0,101,12.571428571428571
2023-03-26,SKU_005,Store_D,15,6,12,3,1,1,0,0,56.86,0,330,12.714285714285714
2023-03-27,SKU_005,Store_D,12,0,13,3,0,1,0,0,21.59,0,90,12.428571428571429
2023-03-28,SKU_005,Store_D,18,1,13,3,0,1,0,0,37.58,0,141,13.0
2023-03-29,SKU_005,Store_D,17,2,13,3,0,1,0,0,44.75,0,77,13.285714285714286
2023-03-30,SKU_005,Store_D,11,3,13,3,0,1,0,0,42.76,0,78,13.142857142857142
2023-03-31,SKU_005,Store_D,12,4,13,3,0,1,0,0,18.91,0,328,13.714285714285714
2023-04-01,SKU_005,Store_D,18,5,13,4,1,0,0,0,4.56,0,95,14.714285714285714
2023-04-02,SKU_005,Store_D,11,6,13,4,1,0,0,0,32.34,0,166,14.142857142857142
2023-04-03,SKU_005,Store_D,12,0,14,4,0,0,0,0,16.23,0,209,14.142857142857142
2023-04-04,SKU_005,Store_D,14,1,14,4,0,0,0,0,51.62,0,345,13.571428571428571
2023-04-05,SKU_005,Store_D,13,2,14,4,0,0,0,0,22.97,0,182,13.0
2023-04-06,SKU_005,Store_D,8,3,14,4,0,0,0,0,19.38,0,99,12.571428571428571
2023-04-07,SKU_005,Store_D,8,4,14,4,0,0,0,0,3.11,0,86,12.0
2023-04-08,SKU_005,Store_D,3,5,14,4,1,0,0,0,50.59,0,172,9.857142857142858
2023-04-09,SKU_005,Store_D,8,6,14,4,1,0,0,0,59.25,0,64,9.428571428571429
2023-04-10,SKU_005,Store_D,7,0,15,4,0,0,0,0,38.77,0,256,8.714285714285714
2023-04-11,SKU_005,Store_D,8,1,15,4,0,0,0,0,34.22,0,345,7.857142857142857
2023-04-12,SKU_005,Store_D,19,2,15,4,0,0,0,0,36.48,1,190,8.714285714285714
2023-04-13,SKU_005,Store_D,6,3,15,4,0,0,0,0,11.03,0,229,8.428571428571429
2023-04-14,SKU_005,Store_D,17,4,15,4,0,0,0,0,46.54,1,349,9.714285714285714
2023-04-15,SKU_005,Store_D,7,5,15,4,1,0,0,0,33.29,0,124,10.285714285714286
2023-04-16,SKU_005,Store_D,9,6,15,4,1,0,0,0,40.38,0,306,10.428571428571429
2023-04-17,SKU_005,Store_D,11,0,16,4,0,0,0,0,50.67,0,156,11.0
2023-04-18,SKU_005,Store_D,12,1,16,4,0,0,0,0,19.5,0,363,11.571428571428571
2023-04-19,SKU_005,Store_D,6,2,16,4,0,0,0,0,6.84,0,309,9.714285714285714
2023-04-20,SKU_005,Store_D,15,3,16,4,0,0,0,0,10.63,0,377,11.0
2023-04-21,SKU_005,Store_D,12,4,16,4,0,0,0,0,55.68,0,399,10.285714285714286
2023-04-22,SKU_005,Store_D,14,5,16,4,1,0,0,0,10.14,0,212,11.285714285714286
2023-04-23,SKU_005,Store_D,14,6,16,4,1,0,0,0,38.8,1,161,12.0
2023-04-24,SKU_005,Store_D,7,0,17,4,0,0,0,0,32.05,0,74,11.428571428571429
2023-04-25,SKU_005,Store_D,7,1,17,4,0,0,0,0,59.52,0,210,10.714285714285714
2023-04-26,SKU_005,Store_D,14,2,17,4,0,0,0,0,59.02,1,299,11.857142857142858
2023-04-27,SKU_005,Store_D,14,3,17,4,0,0,0,0,3.28,1,157,11.714285714285714
2023-04-28,SKU_005,Store_D,9,4,17,4,0,0,0,0,6.03,0,143,11.285714285714286
2023-04-29,SKU_005,Store_D,14,5,17,4,1,0,0,0,62.92,1,364,11.285714285714286
2023-04-30,SKU_005,Store_D,12,6,17,4,1,0,0,0,55.44,0,376,11.0
2023-05-01,SKU_005,Store_D,16,0,18,5,0,0,0,0,11.96,1,128,12.285714285714286
2023-05-02,SKU_005,Store_D,9,1,18,5,0,0,0,0,3.79,0,161,12.571428571428571
2023-05-03,SKU_005,Store_D,10,2,18,5,0,0,0,0,7.33,0,126,12.0
2023-05-04,SKU_005,Store_D,12,3,18,5,0,0,0,0,43.52,0,327,11.714285714285714
2023-05-05,SKU_005,Store_D,5,4,18,5,0,0,0,0,28.95,0,63,11.142857142857142
2023-05-06,SKU_005,Store_D,12,5,18,5,1,0,0,0,40.38,0,258,10.857142857142858
2023-05-07,SKU_005,Store_D,10,6,18,5,1,0,0,0,38.62,0,80,10.571428571428571
2023-05-08,SKU_005,Store_D,11,0,19,5,0,0,0,0,57.94,1,286,9.857142857142858
2023-05-09,SKU_005,Store_D,10,1,19,5,0,0,0,0,18.35,0,70,10.0
2023-05-10,SKU_005,Store_D,12,2,19,5,0,0,0,0,13.26,0,76,10.285714285714286
2023-05-11,SKU_005,Store_D,11,3,19,5,0,0,0,0,36.33,0,144,10.142857142857142
2023-05-12,SKU_005,Store_D,7,4,19,5,0,0,0,0,55.0,0,292,10.428571428571429
2023-05-13,SKU_005,Store_D,7,5,19,5,1,0,0,0,43.35,0,177,9.714285714285714
2023-05-14,SKU_005,Store_D,4,6,19,5,1,0,0,0,60.09,0,156,8.857142857142858
2023-05-15,SKU_005,Store_D,13,0,20,5,0,0,0,0,25.18,0,189,9.142857142857142
2023-05-16,SKU_005,Store_D,11,1,20,5,0,0,0,0,64.28,0,178,9.285714285714286
2023-05-17,SKU_005,Store_D,13,2,20,5,0,0,0,0,24.66,0,114,9.428571428571429
2023-05-18,SKU_005,Store_D,8,3,20,5,0,0,0,0,21.33,0,365,9.0
2023-05-19,SKU_005,Store_D,13,4,20,5,0,0,0,0,10.25,0,204,9.857142857142858
2023-05-20,SKU_005,Store_D,12,5,20,5,1,0,0,0,34.58,0,227,10.571428571428571
2023-05-21,SKU_005,Store_D,6,6,20,5,1,0,0,0,62.91,0,345,10.857142857142858
2023-05-22,SKU_005,Store_D,8,0,21,5,0,0,0,0,24.26,0,320,10.142857142857142
2023-05-23,SKU_005,Store_D,10,1,21,5,0,0,0,0,35.48,0,256,10.0
2023-05-24,SKU_005,Store_D,11,2,21,5,0,0,0,0,46.34,0,216,9.714285714285714
2023-05-25,SKU_005,Store_D,11,3,21,5,0,0,0,0,38.23,0,250,10.142857142857142
2023-05-26,SKU_005,Store_D,15,4,21,5,0,0,0,0,59.59,0,341,10.428571428571429
2023-05-27,SKU_005,Store_D,9,5,21,5,1,0,0,0,10.89,0,378,10.0
2023-05-28,SKU_005,Store_D,9,6,21,5,1,0,0,0,41.55,0,256,10.428571428571429
